pond,station,haul.winter,haul.date_jul,soak_days,lunar.illumination,range.depth_m,mean.water.temp_c,min.water.temp_c,max.water.temp_c,range.water.temp_c,skewness.water.temp,kurtosis.water.temp,bimodality.water.temp,air.temp_c,air.temp.range_c,heating.degrees_day,salinity_ppt,delta.salinity_ppt.day,do_mg.l,delta.do_mg.l.day,precip_mm.day,wind_m.s,wfl_freq,wfl_binary
NP,NP1,2023,91,3,0.4792781532025641,0.3999999999999997,6.080176056338028,4.89,6.76,1.87,-0.8978782954272613,3.367053176453354,0.5295398598710078,4.025,17.8,13.975,28.105,0.3633333333333333,10.35,-0.05333333333333338,0,2.475,4,1
NP,NP3,2023,91,3,0.4792781532025641,0.39000000000000057,6.891597222222222,6.17,7.52,1.3499999999999996,-0.30757463219986136,3.1601202089051275,0.340704841201809,4.025,17.8,13.975,27.615,0.1833333333333336,10.64,0.2066666666666664,0,2.475,5,1
NP,NP5,2023,91,3,0.4792781532025641,0.41999999999999993,6.283862068965517,4.9,7.12,2.22,-1.1925741001189851,3.630773652404487,0.6597122616523138,4.025,17.8,13.975,27.115,1.176666666666666,10.33,-0.206666666666667,0,2.475,8,1
PP,PP3,2023,91,3,0.4792781532025641,0.4900000000000002,6.113684210526316,5.46,6.54,1.08,-0.7124474819910185,2.077413135867676,0.7155829679970509,4.025,17.8,13.975,28.53,0.6333333333333341,11.005,-0.009999999999999789,0,2.475,0,0
NP,NP1,2023,88,3,0.19406788890296311,0.4599999999999997,5.293092783505155,3.35,6.79,3.44,-0.003754640007555688,2.198519704561394,0.44708006439413,3.0625,17.700000000000003,14.9375,27.825,-0.17666666666666703,10.51,-0.05333333333333338,11.95,3.5,9,1
NP,NP3,2023,88,3,0.19406788890296311,0.9700000000000006,5.932666666666666,4.68,6.9,2.2200000000000006,-0.40790456320162166,2.1614026870219387,0.5310257984400372,3.0625,17.700000000000003,14.9375,27.41,-0.046666666666666856,10.515,-0.12333333333333309,11.95,3.5,7,1
NP,NP5,2023,88,3,0.19406788890296311,0.3900000000000001,5.790314685314685,4.14,6.57,2.4300000000000006,-0.5176492457178211,2.679377119332201,0.4660373054051274,3.0625,17.700000000000003,14.9375,26.415,-0.7099999999999996,10.67,-0.019999999999999574,11.95,3.5,11,1
PP,PP3,2023,88,3,0.19406788890296311,0.4900000000000002,5.79547038327526,4.67,7.02,2.35,0.7243170013069917,2.6901496860935907,0.5589436949841226,3.0625,17.700000000000003,14.9375,28.24,-0.4400000000000001,11.065,-0.029999999999999957,11.95,3.5,1,1
NP,NP1,2023,85,4,0.027369211627356917,0.5700000000000001,5.352997347480105,3.61,6.38,2.77,-1.002713370913335,3.6256848937686015,0.5480031436361299,2.39,10,15.61,29.62,-0.7649999999999997,10.395,0.09750000000000014,13.52,2.32,5,1
NP,NP3,2023,85,4,0.027369211627356917,0.6100000000000012,6.1592689295039165,5.11,6.76,1.6499999999999997,-0.7669217414604912,2.895225749501443,0.5429940440699998,2.39,10,15.61,27.93,-0.22499999999999964,10.185,0.25749999999999984,13.52,2.32,25,1
NP,NP5,2023,85,4,0.027369211627356917,0.5800000000000001,5.700156657963445,3.51,6.46,2.95,-1.9093422842485277,7.13434037886902,0.6466671396916226,2.39,10,15.61,28.43,-0.4749999999999997,10.185,0.25749999999999984,13.52,2.32,5,1
PP,PP3,2023,85,4,0.027369211627356917,0.6699999999999999,5.552205513784461,4.71,5.91,1.2000000000000002,-1.1238802583040108,4.034218507313526,0.5563129392791657,2.39,10,15.61,28.47,0.21499999999999983,10.655,0.22750000000000004,13.52,2.32,2,1
NP,NP1,2023,81,3,0.09879332990699392,0.4599999999999997,5.438965517241379,4.09,6.41,2.3200000000000003,-0.2694889919195296,2.0553425860317187,0.5132794433090428,4.2375,16.7,13.7625,30.125,0.6833333333333323,10.225,-0.016666666666666902,6.175,2,9,1
NP,NP3,2023,81,3,0.09879332990699392,0.6199999999999992,5.682473867595819,5.15,6.35,1.1999999999999993,0.1036620022378771,1.7893691898249209,0.5551308813165395,4.2375,16.7,13.7625,28.425,-0.029999999999999957,10.145,-0.31666666666666643,6.175,2,4,1
NP,NP5,2023,81,3,0.09879332990699392,0.43000000000000016,5.508877192982457,3.91,6.67,2.76,-0.6356314731493926,2.537470461515002,0.5453202890747502,4.2375,16.7,13.7625,28.98,-0.3999999999999997,9.705,-0.023333333333333428,6.175,2,1,1
PP,PP3,2023,81,3,0.09879332990699392,0.5400000000000005,5.208661710037175,4.13,5.74,1.6100000000000003,-0.8138239400028787,2.5608847095899328,0.6399718621207616,4.2375,16.7,13.7625,28.745,-0.47,10.5,-0.20000000000000048,6.175,2,1,1
NP,NP1,2023,78,4,0.3927056766601118,0.5700000000000001,5.117479892761393,2.71,7.72,5.01,0.44117236702605767,2.0056326607040376,0.588460114315169,3.94,15.6,14.06,29.625,-0.2624999999999993,10.05,0.10000000000000007,5.74,4.74,3,1
NP,NP3,2023,78,4,0.3927056766601118,0.6699999999999999,5.6063829787234045,3.92,7.41,3.49,0.3496887485206318,1.872239541206996,0.5920093541340057,3.94,15.6,14.06,19.105,4.682499999999999,10.18,0.21999999999999972,5.74,4.74,11,1
NP,NP5,2023,78,4,0.3927056766601118,0.6100000000000003,5.579422572178478,3.47,7.57,4.1,0.35583502276568424,1.8179901958332083,0.6121477800514041,3.94,15.6,14.06,29.025,-0.27749999999999986,10.215,0.23749999999999985,5.74,4.74,8,1
PP,PP3,2023,78,4,0.3927056766601118,1.0199999999999996,5.375746835443037,3.21,7.3,4.09,0.3779442987731881,1.844402504789863,0.6123962565495996,3.94,15.6,14.06,29.46,-0.004999999999999893,10.465,0.16749999999999998,5.74,4.74,2,1
NP,NP1,2023,74,4,0.7792852545395126,0.46,5.39095717884131,3.61,7.41,3.8,0.2745318912283027,2.034385683503562,0.5222401790782198,3,17.799999999999997,15,29.29,0.4299999999999997,10.33,-0.2400000000000002,5.080000000000001,3.14,10,1
NP,NP3,2023,74,4,0.7792852545395126,0.47000000000000064,6.609643765903308,4.93,7.82,2.890000000000001,-0.7788463334272813,4.009095175040429,0.3968070261420848,3,17.799999999999997,15,29.35,0.11499999999999932,10.38,-0.31999999999999984,5.080000000000001,3.14,8,1
NP,NP5,2023,74,4,0.7792852545395126,0.43000000000000016,6.266871794871795,4.28,7.23,2.95,-0.8740299926461043,3.6291171173450967,0.481449389415057,3,17.799999999999997,15,28.785,0.3975,10.395,-0.3275000000000001,5.080000000000001,3.14,11,1
PP,PP3,2023,74,4,0.7792852545395126,0.46,5.8342857142857145,4.13,7.16,3.03,-0.14305590605656815,3.3857884803542637,0.29739847705463673,3,17.799999999999997,15,29.07,0.1999999999999993,10.99,-0.4299999999999997,5.080000000000001,3.14,2,1
NP,NP1,2023,70,3,0.9761207890646828,0.3999999999999999,6.152342657342658,4.6,6.97,2.37,-0.7394329676663064,2.560046445229772,0.5959033934672335,2.0375,13.9,15.9625,29.265,-0.5566666666666672,9.755,0.7033333333333337,1.15,1.7000000000000002,9,1
NP,NP3,2023,70,3,0.9761207890646828,1.54,7.475714285714286,6.24,7.96,1.7199999999999998,-0.7595016894657615,5.67187479917581,0.2742454890180908,2.0375,13.9,15.9625,29.61,-0.3266666666666668,9.835,0.7899999999999997,1.15,1.7000000000000002,3,1
NP,NP5,2023,70,3,0.9761207890646828,0.48,6.560280701754386,4.76,7.43,2.67,-1.1927299635998885,3.028125054390077,0.7909724303987691,2.0375,13.9,15.9625,29.05,-0.706666666666667,9.85,0.8000000000000002,1.15,1.7000000000000002,3,1
PP,PP3,2023,70,3,0.9761207890646828,0.46999999999999975,6.350836236933798,5.21,6.92,1.71,-0.7188196154101284,2.940819946617508,0.5086214187836282,2.0375,13.9,15.9625,28.89,-0.14666666666666592,11.325,0.34999999999999964,1.15,1.7000000000000002,3,1
NP,NP1,2023,67,3,0.9403527511393764,0.6800000000000002,7.299717314487633,6.76,7.86,1.1000000000000003,0.05604719589257975,1.8949448117454444,0.5200881948188758,6.475,14.4,11.525,30.4,-0.1999999999999993,8.7,0,3.75,2.5,14,1
NP,NP3,2023,67,3,0.9403527511393764,0.6699999999999999,7.551901408450704,7.14,7.86,0.7200000000000006,-0.20201854021308333,3.149479428357345,0.32481717667026705,6.475,14.4,11.525,29.855,0.16999999999999937,9.075,-0.2833333333333332,3.75,2.5,12,1
PJ,PJ1,2022,158,3,0.2192723132298292,1.54,8.837018181818182,7.47,9.83,2.3600000000000003,-0.15463919123959077,2.5054575803827266,0.4013837123274143,7.0125,15,10.9875,27.35,-0.6000000000000002,9.605,-0.1300000000000002,5.699999999999999,4.075,0,0
NP,NP1,2022,155,5,0.034905398142937666,0.4000000000000001,7.20904365904366,3.01,9.99,6.98,0.08104537903377573,2.255180733464828,0.4417278969069022,6.466666666666667,18.2,11.533333333333331,30.98,0.4960000000000001,9.745,-0.3059999999999999,2.533333333333333,3.416666666666667,2,1
NP,NP3,2022,155,5,0.034905398142937666,0.6600000000000001,7.49781512605042,4.44,9.65,5.21,0.028153317242093957,2.168410972075591,0.45670121508792477,6.466666666666667,18.2,11.533333333333331,29.89,0.5079999999999998,10.025,-0.20599999999999988,2.533333333333333,3.416666666666667,0,0
PJ,PJ1,2022,155,5,0.034905398142937666,1.89,7.416813417190776,5.38,9.47,4.090000000000001,-0.4584775344478065,2.052155737786784,0.5841997321159049,6.466666666666667,18.2,11.533333333333331,28.125,0.05,11.175,-0.55,2.533333333333333,3.416666666666667,0,0
PP,PP1,2022,155,5,0.034905398142937666,0.5599999999999998,7.857727272727272,4.75,10.05,5.300000000000001,-0.4246861461375338,2.104648684991904,0.5555855006643429,6.466666666666667,18.2,11.533333333333331,29.62,0.08800000000000026,10.01,-0.10799999999999985,2.533333333333333,3.416666666666667,0,0
NP,NP1,2022,150,7,0.32843852433248666,0.46,6.778767123287671,2.75,9.3,6.550000000000001,-0.7440548896756735,2.6861465929158213,0.5749270105270251,3.1562500000000004,21.4,14.84375,29.52,0.06285714285714253,9.855,0.1871428571428572,4.25,3.6875,13,1
NP,NP3,2022,150,7,0.32843852433248666,0.44,7.417450682852807,3.51,10.15,6.640000000000001,-0.5059816651193076,2.307898853961759,0.5406083112197995,3.1562500000000004,21.4,14.84375,28.72,-0.02857142857142847,10.61,-0.02000000000000008,4.25,3.6875,1,1
NP,NP5,2022,150,7,0.32843852433248666,0.54,7.132015151515152,3.37,9.49,6.12,-0.5485729358451292,2.1754565178113245,0.5941100776170367,3.1562500000000004,21.4,14.84375,28.72,-0.02857142857142847,10.61,-0.02000000000000008,4.25,3.6875,0,0
PJ,PJ7,2022,150,8,0.3769844241330429,1.46,8.470335051546392,5.46,10.86,5.4,-0.4183042458733045,2.664599464730138,0.43837574673780766,3.633333333333333,21.4,14.366666666666667,24.12,-0.8599999999999999,11.155,0.3487500000000001,3.777777777777777,3.6222222222222222,1,1
PP,PP1,2022,150,8,0.3769844241330429,0.49,7.435538461538462,3.6,9.88,6.280000000000001,-0.7097016167126929,2.455516719548869,0.6092347607959525,3.633333333333333,21.4,14.366666666666667,29.755,-0.0887500000000001,9.92,0.08999999999999986,3.777777777777777,3.6222222222222222,0,0
PP,PP3,2022,150,8,0.3769844241330429,1.48,7.204061302681993,3.37,9.79,6.419999999999999,-0.5192226811399198,2.864109083312581,0.4408104758830903,3.633333333333333,21.4,14.366666666666667,29.045,0.08874999999999966,10.625,-0.08625000000000016,3.777777777777777,3.6222222222222222,0,0
NP,NP1,2022,143,6,0.8798892670543362,0.46,8.531107325383305,6.38,11.03,4.65,0.13582206136793987,1.97767047750978,0.5106448180012794,8.678571428571429,26,9.321428571428571,30.985,-0.5616666666666669,9.16,0.013333333333333345,2.0285714285714285,3.0428571428571427,4,1
NP,NP3,2022,143,6,0.8798892670543362,0.6000000000000001,9.357865748709122,7.15,11.19,4.039999999999999,-0.30445530423589745,2.207646865216997,0.49092489656468,8.678571428571429,26,9.321428571428571,30.895,-0.6916666666666664,9.87,0.26999999999999985,2.0285714285714285,3.0428571428571427,0,0
NP,NP5,2022,143,6,0.8798892670543362,0.46999999999999975,9.404163822525597,7.04,11.88,4.840000000000001,-0.3882690133028325,2.0904764850773256,0.546155985826855,8.678571428571429,26,9.321428571428571,30.885,-0.6883333333333338,9.155,0.5083333333333333,2.0285714285714285,3.0428571428571427,0,0
PP,PP1,2022,142,5,0.914890837805543,0.43,9.604709677419354,8.09,11.17,3.08,0.11031584416824268,2.166719516801609,0.4621719012793838,9.791666666666666,23.1,8.208333333333334,30.055,0.021999999999999888,9.67,-0.043999999999999775,2.3666666666666667,3.05,0,0
PP,PP3,2022,142,5,0.914890837805543,1.4800000000000004,8.425797413793104,6.73,11.06,4.33,0.2921400299912992,2.656277007206101,0.4044135917965272,9.791666666666666,23.1,8.208333333333334,29.845,-0.4619999999999997,10.635000000000002,0.13399999999999998,2.3666666666666667,3.05,0,0
PJ,PJ7,2022,142,8,0.922354173024216,1.54,9.049605781865964,6.05,12.2,6.15,-0.2767275931602425,1.985621971891259,0.5387826546674165,8.38888888888889,26.7,9.61111111111111,25.84,0.4299999999999997,10.33,-0.14250000000000007,1.577777777777778,2.8222222222222224,0,0
NP,NP1,2022,137,3,0.952788555361358,0.4000000000000001,6.738776223776223,3.46,9.5,6.04,0.17776282261276713,2.5798061431166808,0.393045613369067,5.6375,21.3,12.3625,30.335,1.5566666666666673,9.56,-0.2933333333333336,0,2.3,5,1
NP,NP3,2022,137,3,0.952788555361358,0.44000000000000017,7.387609427609427,4.59,9.02,4.43,-0.3348947691918575,2.6897606681614943,0.4069668365649971,5.6375,21.3,12.3625,30.51,1.6399999999999997,9.68,-0.4133333333333334,0,2.3,0,0
NP,NP7,2022,137,3,0.952788555361358,0.4300000000000006,7.151413793103448,3.89,9.69,5.799999999999999,-0.13793369633107255,2.3554106299188358,0.4252915087856684,5.6375,21.3,12.3625,30.5,1.633333333333334,9.115,-0.7900000000000004,0,2.3,0,0
PP,PP1,2022,137,3,0.952788555361358,0.55,7.692464285714285,5.37,9.38,4.010000000000001,-0.409947281204518,2.0110147449357894,0.5713972292977404,5.6375,21.3,12.3625,29.5,0.3333333333333333,10.425,-0.4300000000000003,0,2.3,0,0
PP,PP3,2022,137,3,0.952788555361358,0.6099999999999999,7.139755244755245,5.18,8.7,3.52,-0.5680486908934931,3.166922798589321,0.4114484919918069,5.6375,21.3,12.3625,29.625,0.9166666666666666,10.535,-0.1566666666666663,0,2.3,0,0
NP,NP1,2022,134,4,0.7096855865365175,0.46,5.518455284552847,2.33,7.96,5.63,-0.5283217436955016,2.2464290474670445,0.5627207111732623,1.86,16.9,16.14,28.565,-0.2824999999999997,9.84,0.08000000000000007,5.06,3.04,3,1
NP,NP3,2022,134,4,0.7096855865365175,0.72,6.203162162162162,4.22,8.04,3.82,-0.027297161174076982,1.871150278403176,0.5276319272424348,1.86,16.9,16.14,28.505000000000003,-0.22750000000000004,9.945,0.1775000000000002,5.06,3.04,1,1
NP,NP7,2022,134,4,0.7096855865365175,0.6399999999999997,5.795978260869566,2.74,8.23,5.49,-0.20583150999116,1.9826956570796928,0.5187891460513941,1.86,16.9,16.14,28.505000000000003,-0.22750000000000004,9.945,0.1775000000000002,5.06,3.04,0,0
PJ,PJ7,2022,134,4,0.7096855865365175,1.27,6.592390745501286,3.73,8.61,4.879999999999999,-0.5568838654168639,1.907619539567208,0.6792328608055213,1.86,16.9,16.14,26.195,-1.0374999999999996,10.615,0.14250000000000007,5.06,3.04,0,0
PP,PP1,2022,134,4,0.7096855865365175,0.5599999999999998,5.558204488778055,2.14,7.85,5.709999999999999,-0.429375339544484,1.9548991791408832,0.5990172245125936,1.86,16.9,16.14,28.84,0.08000000000000007,10.61,0.23,5.06,3.04,3,1
PP,PP3,2022,134,4,0.7096855865365175,0.56,6.183668341708542,3.03,7.96,4.93,-0.6842831538731843,3.5247904210642265,0.4123285491881515,1.86,16.9,16.14,28.155,0.04750000000000032,10.535,0.11749999999999972,5.06,3.04,1,1
NP,NP1,2022,130,6,0.2390599257135776,0.6299999999999999,5.375431034482758,1.87,7.75,5.88,-0.4016827539656862,3.3546350804706253,0.3434629166036184,2.8928571428571432,25.6,15.107142857142858,30.205,-0.35833333333333367,10.375,-0.2316666666666668,2.2857142857142856,2.657142857142857,2,1
NP,NP3,2022,130,6,0.2390599257135776,0.8299999999999998,6.334409722222222,4.29,8.21,3.920000000000001,0.18729693401041317,2.242922523660151,0.4575721367089914,2.8928571428571432,25.6,15.107142857142858,29.105,-0.0483333333333332,10.345,-0.25166666666666665,2.2857142857142856,2.657142857142857,0,0
NP,NP7,2022,130,6,0.2390599257135776,0.7199999999999998,5.658368055555556,3.15,8.16,5.01,0.09461936459244312,2.412380853734509,0.4146369563252384,2.8928571428571432,25.6,15.107142857142858,29.105,-0.0483333333333332,10.345,-0.25166666666666665,2.2857142857142856,2.657142857142857,0,0
PJ,PJ7,2022,130,6,0.2390599257135776,1.37,6.248058925476603,3.84,8.18,4.34,-0.013457311627860465,2.103864076746145,0.4712927848992709,2.8928571428571432,25.6,15.107142857142858,28.185,0.028333333333333027,10.765,-0.14499999999999988,2.2857142857142856,2.657142857142857,0,0
PP,PP3,2022,130,6,0.2390599257135776,0.7699999999999996,5.595885416666666,3.07,8.13,5.0600000000000005,0.4176878715508308,2.831144561697304,0.4115642529204897,2.8928571428571432,25.6,15.107142857142858,27.605,0.1516666666666667,10.585,-0.09499999999999977,2.2857142857142856,2.657142857142857,0,0
NP,NP1,2022,124,3,0.014041824165037478,0.51,4.547859649122807,2.82,6.2,3.3800000000000003,0.05486810629400016,2.2417792026116183,0.4396202296908217,-1.1375,17.7,19.1375,31.09,0.1266666666666675,10.985,0.05666666666666664,0.875,2.9,1,1
NP,NP3,2022,124,3,0.014041824165037478,0.69,5.291188811188811,4.03,6.62,2.59,-0.249557688516821,2.0330589903749767,0.5137314583489145,-1.1375,17.7,19.1375,29.075,0.11666666666666714,11.045,0.03666666666666648,0.875,2.9,1,1
NP,NP7,2022,124,3,0.014041824165037478,0.46,4.746643356643356,2.74,6.39,3.65,-0.0847422103857177,1.752825022256456,0.5646506973197588,-1.1375,17.7,19.1375,29.075,0.11666666666666714,11.045,0.03666666666666648,0.875,2.9,0,0
PJ,PJ7,2022,124,3,0.014041824165037478,1.6599999999999997,5.034295532646048,3.28,7.43,4.15,0.5367216565829921,2.485421296947386,0.5105736232546972,-1.1375,17.7,19.1375,26.46,1.0933333333333335,11,0.13333333333333286,0.875,2.9,0,0
PP,PP3,2022,124,3,0.014041824165037478,0.46,4.96062937062937,3.22,6.76,3.54,0.16092925582905582,1.9933524519902144,0.505841283634885,-1.1375,17.7,19.1375,27.865,-0.47666666666666657,10.97,-0.06666666666666703,0.875,2.9,1,1
NP,NP1,2022,121,5,0.190367398195985,0.52,3.558295218295218,1.33,5.6,4.27,0.02422837577670652,2.3190397988395177,0.42699559292296335,-2.6416666666666666,15.8,20.641666666666666,29.535,0.5459999999999994,10.55,0.1400000000000002,3.85,3.283333333333333,0,0
NP,NP3,2022,121,5,0.190367398195985,0.5499999999999998,4.874549266247379,2.8,6.87,4.07,-0.14697325726363666,2.5039534011342788,0.4037851125204977,-2.6416666666666666,15.8,20.641666666666666,28.155,0.2979999999999997,10.915,0.030000000000000072,3.85,3.283333333333333,1,1
NP,NP7,2022,121,5,0.190367398195985,0.5699999999999994,3.834530271398748,1.98,6.32,4.34,0.4694529577137307,2.8291676131283,0.42735464794243466,-2.6416666666666666,15.8,20.641666666666666,28.155,0.2979999999999997,10.915,0.030000000000000072,3.85,3.283333333333333,1,1
PJ,PJ7,2022,121,5,0.190367398195985,1.71,5.115448851774531,2.76,6.57,3.810000000000001,0.08522649346155048,2.357651505855305,0.42280433501719006,-2.6416666666666666,15.8,20.641666666666666,21.96,1.1439999999999997,11.005,-0.08200000000000003,3.85,3.283333333333333,0,0
PP,PP1,2022,121,5,0.190367398195985,0.68,3.278828451882845,0.92,6.16,5.24,0.6020601671362724,2.8171201634283998,0.47940096814532,-2.6416666666666666,15.8,20.641666666666666,29.25,0.17999999999999972,10.745,0.0620000000000001,3.85,3.283333333333333,0,0
PP,PP3,2022,121,5,0.190367398195985,0.56,4.044237995824635,2.2,6.03,3.83,0.1931212690296356,2.3653351491765835,0.4340747018724387,-2.6416666666666666,15.8,20.641666666666666,27.99,0.23599999999999996,10.815,0.10199999999999997,3.85,3.283333333333333,1,1
NP,NP1,2022,116,3,0.5617366533775426,0.3500000000000001,5.271017543859649,3.05,7.72,4.67,0.39617625083439567,2.4762209446111223,0.4597312932869524,4.137499999999999,21,13.8625,28.87,-0.4666666666666662,10.695,-0.33000000000000007,4.7,3.65,4,1
NP,NP3,2022,116,3,0.5617366533775426,0.6099999999999999,5.46555944055944,3.89,7.22,3.33,0.18502355033531745,1.863600772990508,0.5455015768508191,4.137499999999999,21,13.8625,27.305,0.07000000000000028,10.785,0.03666666666666648,4.7,3.65,2,1
PJ,PJ7,2022,116,3,0.5617366533775426,1.48,5.063706293706294,3.21,8.31,5.1000000000000005,0.9260566896706834,4.171197550308969,0.4397266257270448,4.137499999999999,21,13.8625,21.475,-1.5833333333333333,11.170000000000002,0.02666666666666669,4.7,3.65,2,1
PP,PP1,2022,116,3,0.5617366533775426,0.74,5.364425087108015,3.44,7.46,4.02,0.30033148672805987,1.9946924537642512,0.5375433141438914,4.137499999999999,21,13.8625,29.355,-0.36999999999999983,10.635,-0.029999999999999957,4.7,3.65,0,0
PP,PP3,2022,116,3,0.5617366533775426,0.31000000000000005,5.273846153846154,3.44,7.28,3.84,0.2136124708550668,2.09043471170602,0.4917226210332348,4.137499999999999,21,13.8625,27.49,-0.05999999999999991,10.78,-0.1466666666666665,4.7,3.65,1,1
NP,NP1,2022,113,6,0.9031298549737204,0.6299999999999999,3.928391003460208,-0.34,7.82,8.16,0.1611378066087364,2.6349298465424176,0.3860618740258631,-0.7142857142857143,33.2,18.714285714285715,29.395,0.05833333333333357,11.14,0.016666666666666607,2.442857142857143,4.357142857142857,3,1
NP,NP3,2022,113,6,0.9031298549737204,1.12,4.82579861111111,1.72,7.87,6.15,0.5378829636358421,2.2584974265048112,0.5665952954946285,-0.7142857142857143,33.2,18.714285714285715,27.845,-0.21499999999999983,11.15,-0.14,2.442857142857143,4.357142857142857,1,1
NP,NP6,2022,113,6,0.9031298549737204,1.6799999999999995,4.242378472222223,0.07,7.32,7.25,-0.14264497175022606,2.6045368871286123,0.3884058844041666,-0.7142857142857143,33.2,18.714285714285715,29.06,0.1466666666666665,11.36,-0.08000000000000007,2.442857142857143,4.357142857142857,1,1
PP,PP1,2022,113,6,0.9031298549737204,0.99,3.939758620689655,0.03,7.88,7.85,0.2016269283946653,2.1052661380916837,0.49015813625113686,-0.7142857142857143,33.2,18.714285714285715,29.37,0.1800000000000003,11.1,-0.14,2.442857142857143,4.357142857142857,0,0
PP,PP3,2022,113,6,0.9031298549737204,0.7200000000000002,4.105328719723183,0.81,7.45,6.640000000000001,0.3875808847182332,2.5060605414360557,0.455324019288514,-0.7142857142857143,33.2,18.714285714285715,27.525,0.01833333333333324,11.145,-0.0483333333333332,2.442857142857143,4.357142857142857,4,1
NP,NP1,2022,107,5,0.8623432942511483,0.5699999999999998,4.481946169772257,0.06,6.97,6.91,-0.8386266950191041,3.325881086307231,0.50815422012718,-0.5666666666666671,33.599999999999994,18.566666666666663,29.745,-0.21000000000000013,10.72,0.14800000000000005,2.166666666666667,3.1333333333333333,6,1
NP,NP3,2022,107,5,0.8623432942511483,0.7400000000000002,5.562385892116183,3.44,7.35,3.91,-0.2368934762265354,1.9642820477726168,0.5322770745476302,-0.5666666666666671,33.599999999999994,18.566666666666663,27.85,0.2559999999999995,11.82,-0.18000000000000008,2.166666666666667,3.1333333333333333,2,1
NP,NP5,2022,107,5,0.8623432942511483,0.4600000000000001,5.027546777546777,0.52,7.17,6.65,-1.0011920641275565,3.842914504163805,0.5172773914914383,-0.5666666666666671,33.599999999999994,18.566666666666663,27.85,0.2559999999999995,11.82,-0.18000000000000008,2.166666666666667,3.1333333333333333,0,0
NP,NP6,2022,107,5,0.8623432942511483,1.010000000000001,4.44745417515275,-0.09,7.11,7.2,-0.8419163908083092,3.7839183612937832,0.4481549161447967,-0.5666666666666671,33.599999999999994,18.566666666666663,27.91,0.2840000000000004,11.425,0.06999999999999992,2.166666666666667,3.1333333333333333,6,1
PP,PP1,2022,107,5,0.8623432942511483,0.74,4.774914163090129,0.19,7.64,7.449999999999999,-0.8003068669434135,3.096320583872964,0.5254768345093568,-0.5666666666666671,33.599999999999994,18.566666666666663,28.44,0.15599999999999953,11.73,-0.08399999999999999,2.166666666666667,3.1333333333333333,5,1
PP,PP3,2022,107,5,0.8623432942511483,0.52,4.900388768898489,0.3,7.11,6.8100000000000005,-0.891979301928636,3.158056334213617,0.5640886317635918,-0.5666666666666671,33.599999999999994,18.566666666666663,27.755,-0.11400000000000006,11.295,-0.0020000000000003127,2.166666666666667,3.1333333333333333,3,1
NP,NP1,2022,102,3,0.5172219959118954,0.33999999999999986,3.7419580419580414,1.83,5.32,3.49,-0.4182598743538895,2.4262730855980545,0.4765831109586385,1.4500000000000002,16.6,16.55,29.495,0.5166666666666669,10.895,-0.3633333333333333,7.625,2.375,5,1
NP,NP3,2022,102,3,0.5172219959118954,0.4900000000000002,4.913655172413793,3.7,5.99,2.29,0.0951798720486418,2.044496908550296,0.4851258889259451,1.4500000000000002,16.6,16.55,19.58,5.086666666666667,20.295,-5.3500000000000005,7.625,2.375,14,1
NP,NP5,2022,102,3,0.5172219959118954,0.4,4.183137931034483,2.51,5.6,3.09,0.1315971209453545,2.0748218096805173,0.4819883869147561,1.4500000000000002,16.6,16.55,27.765,-0.36999999999999983,12.11,0.10666666666666676,7.625,2.375,0,0
PP,PP1,2022,102,3,0.5172219959118954,0.44000000000000006,3.75920792079208,2.61,5.19,2.5800000000000005,0.207661458100839,2.2456346149084254,0.4570703720889553,1.4500000000000002,16.6,16.55,28.165,-0.07666666666666681,11.93,0.006666666666666525,7.625,2.375,4,1
PP,PP3,2022,102,3,0.5172219959118954,0.46,4.288827361563518,2.36,5.86,3.5000000000000004,-0.5176899121784133,2.16337180315748,0.577822228096395,1.4500000000000002,16.6,16.55,28.58,-0.3600000000000006,11.41,-0.07333333333333296,7.625,2.375,1,1
NP,NP5,2022,99,4,0.18892328742433792,0.47,3.2378680203045684,1.9,4.66,2.76,0.1992571153163736,2.4067670272952806,0.42665388860173575,-0.5400000000000006,23,18.54,28.61,-0.14499999999999957,11.875,0.037499999999999645,10.66,2.78,1,1
NP,NP6,2022,99,4,0.18892328742433792,0.5,2.893120204603581,0.29,4.84,4.55,-0.4705868066264167,2.647971076612693,0.4560386523800478,-0.5400000000000006,23,18.54,30.76,-0.5300000000000002,10.865,0.11749999999999972,10.66,2.78,5,1
PP,PP1,2022,99,4,0.18892328742433792,0.49,2.529892761394102,0.27,4.56,4.289999999999999,-0.28781038149392657,3.2326493067456754,0.330699666013706,-0.5400000000000006,23,18.54,28.59,-0.15499999999999936,11.91,0.004999999999999893,10.66,2.78,4,1
PP,PP3,2022,99,4,0.18892328742433792,0.3999999999999999,3.123217158176944,0.81,4.83,4.02,-0.2289879386777361,3.6824610244199194,0.28209387717760764,-0.5400000000000006,23,18.54,29.41,-0.14499999999999957,11.935,-0.2075,10.66,2.78,5,1
NP,NP6,2022,95,3,0.01735253287669765,0.7099999999999997,2.0667636363636364,-0.9,3.81,4.71,-0.8333212037280172,2.8327805897100955,0.5899801231253158,-3.1375,33.8,21.1375,30.935,0.6233333333333336,11.145,-0.3433333333333331,0,1.525,3,1
